# Table 2: Raw sequencing reads of all expressed small non-coding RNA species by tissue type. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Name:,Chromosomal Position,,,,BREAST,,,,,CNS,,,,,,COLON,,,,,,,LEUKEMIA,,,,,,MELANOMA,,,,,,,,,NSCLC,,,,,,,,,OVARIAN,,,,,,,PROSTATE,,RENAL,,,,,,,
mature,structure,chromosome,start,stop,BT-549,HS-578T,MCF-7,MDA-MB-231,T-47D,SF-539,SF-295,SF-268,U251,SNB-75,SNB-19,COLO 205,HCT-15,HCC2998,HCT-116,HT-29,KM12,SW-620,CCRF-CEM,HL-60(TB),K-562,MOLT-4,RPMI 8226,SR,MALME-3M,LOX-IMVI,M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SK-MEL-2,UACC-257,UACC-62,A549,EKVX,HOP 92,HOP 62,NCI-H23,NCI-H322M,NCI-H226,NCI-H460,NCI-H522,IGR-OV1,NCI/ADR-RES,OVCAR-3,OVCAR-8,OVCAR-4,OVCAR-5,SK-OV-3,DU-145,PC-3,A498,CAKI-1,786-0,ACHN,RXF393,SN12C,TK-10,UO-31
RNA5SP186,rRNA,chr5,76091708,76091801,35,4,9,6,8,1,1,10,10,11,38,5,12,9,15,6,4,12,8,16,1,11,3,19,0,3,8,5,3,1,3,0,12,15,4,6,13,10,16,11,4,12,14,8,7,10,9,5,3,11,5,10,9,10,5,4,25,63,3
RNA5SP187,rRNA,chr5,88274258,88274376,9,1,12,9,4,4,1,2,4,2,6,2,4,22,4,5,3,6,2,5,2,4,5,1,0,2,4,3,0,1,1,0,0,5,4,1,6,3,6,6,2,2,4,4,4,2,1,3,1,7,2,0,0,0,2,0,5,7,2
RNA5SP188,rRNA,chr5,102131007,102131135,2,1,1,2,2,1,2,3,3,2,4,1,6,3,2,5,1,2,3,2,3,4,1,3,0,0,2,1,1,1,2,0,3,2,1,3,1,4,1,3,3,2,1,2,3,1,0,2,0,9,0,2,0,4,2,1,8,3,1
RNA5SP189,rRNA,chr5,105922994,105923108,9,1,6,6,7,2,4,0,8,3,19,1,4,2,3,4,4,5,1,6,0,3,4,1,0,1,2,3,0,0,2,0,2,10,1,2,4,3,6,2,4,1,3,3,2,3,4,6,6,8,3,4,4,7,1,2,9,13,3
RNA5SP190,rRNA,chr5,119445716,119445833,13,3,9,4,1,3,2,17,6,8,27,9,7,4,8,3,3,14,5,5,7,10,0,16,0,6,11,3,2,1,2,0,12,8,2,3,6,8,7,3,6,9,8,11,4,12,8,1,4,8,6,3,4,22,9,2,3,21,4
RNA5SP192,rRNA,chr5,132848577,132848696,3,0,2,1,3,0,1,2,3,3,7,0,2,2,0,0,0,3,0,1,0,2,0,4,0,1,3,3,0,2,2,0,3,5,2,2,6,2,0,4,1,1,2,1,0,3,1,2,4,5,0,1,0,0,0,0,6,5,1
RNA5SP193,rRNA,chr5,136969200,136969306,1,2,4,8,1,0,1,0,1,2,5,1,6,2,0,0,2,3,1,1,2,0,1,1,0,3,1,3,1,0,1,0,2,2,4,4,2,3,3,10,2,3,2,5,0,2,0,1,1,9,3,4,1,3,0,1,5,10,1
RNA5SP194,rRNA,chr5,139012329,139012441,4,2,9,1,2,2,4,6,3,1,5,5,3,5,4,9,2,8,4,1,6,4,2,3,0,5,3,1,3,2,8,1,10,4,3,4,4,3,5,3,4,4,3,2,2,4,1,1,6,8,2,3,2,7,1,2,5,14,1
RNA5SP195,rRNA,chr5,139299852,139299968,28,4,14,21,6,1,6,2,15,9,36,4,7,6,6,7,6,15,7,16,7,10,1,5,0,8,20,9,1,0,2,0,5,62,1,3,9,20,15,28,7,10,14,7,3,7,2,1,16,15,3,10,5,5,10,2,8,26,2
RNA5SP197,rRNA,chr5,151477459,151477577,28,24,36,16,7,16,34,25,35,24,42,11,14,22,15,15,7,16,2,9,16,2,4,15,0,29,11,11,15,5,14,0,8,29,37,18,31,16,23,26,13,26,15,18,13,17,26,7,13,104,12,35,19,25,17,11,22,23,8
RNA5SP198,rRNA,chr5,151875566,151875692,11,5,8,8,4,1,0,3,5,4,10,3,5,3,6,6,8,8,4,6,12,5,10,13,0,9,2,2,1,2,5,0,6,6,3,7,0,10,7,6,2,6,7,4,6,4,4,4,6,9,9,6,4,5,5,2,10,9,4
RNA5SP199,rRNA,chr5,155845437,155845528,7,1,4,5,1,1,0,2,1,2,1,2,5,25,2,2,2,4,3,2,0,5,7,2,0,2,4,5,0,2,1,0,8,10,1,2,3,5,2,6,4,1,1,2,1,2,1,0,10,5,3,2,2,0,1,0,6,22,0
RNA5SP200,rRNA,chr5,173292517,173292619,6,4,9,4,16,3,0,5,16,6,12,7,15,2,5,5,1,20,7,5,3,4,4,17,0,2,4,3,3,0,2,0,10,4,2,4,7,19,13,5,2,10,1,7,3,4,2,5,2,18,4,6,2,4,6,1,6,13,3
RNA5SP201,rRNA,chr6,3088686,3088809,16,2,11,25,3,3,4,2,5,6,22,10,2,11,5,5,10,17,1,14,18,5,7,5,0,12,13,4,6,5,6,0,1,28,10,7,9,10,10,16,8,5,5,5,5,9,2,4,30,19,3,7,3,5,7,1,11,15,1
RNA5SP202,rRNA,chr6,4427963,4428081,217,11,74,182,18,16,29,15,28,24,202,15,22,59,9,19,20,40,16,119,22,54,42,34,1,32,111,28,30,27,31,0,14,333,9,20,118,77,26,151,33,27,37,34,25,51,20,25,380,64,19,19,20,16,42,18,54,97,34
RNA5SP203,rRNA,chr6,10752791,10752926,3,4,10,5,6,2,1,3,7,9,13,6,9,10,7,4,2,12,4,8,6,0,3,9,0,5,5,5,2,2,2,0,4,11,10,9,9,7,10,6,1,7,4,3,8,2,11,6,2,8,3,4,3,4,1,1,5,11,6
RNA5SP204,rRNA,chr6,17721786,17721903,359,49,98,57,101,110,69,573,143,323,727,106,139,199,162,90,151,164,108,56,83,206,96,586,7,79,440,129,108,60,95,1,298,98,29,144,134,248,268,71,71,162,296,288,111,434,529,85,114,88,93,61,74,349,222,128,529,785,141
RNA5SP205,rRNA,chr6,19438283,19438418,28,5,19,16,7,2,9,11,17,11,28,12,16,11,12,4,6,25,11,15,23,15,19,10,0,7,13,7,2,1,13,0,12,34,12,13,10,15,17,15,6,18,11,8,6,11,8,11,25,28,12,12,8,10,8,9,14,25,7
RNA5SP208,rRNA,chr6,67467231,67467308,9,2,5,5,3,0,0,3,7,2,18,4,2,17,5,8,2,4,5,7,6,9,7,3,0,7,2,15,7,2,4,0,6,8,2,9,3,12,7,6,1,2,6,17,2,1,3,2,6,3,2,2,5,5,2,5,5,26,2
RNA5SP209,rRNA,chr6,75865239,75865335,14,6,14,8,4,12,6,12,5,4,23,1,16,24,10,21,13,12,17,11,40,14,17,18,0,16,5,7,12,6,12,0,12,31,7,9,14,12,28,11,18,14,17,10,23,18,8,10,13,15,9,4,8,13,6,16,10,35,16
RNA5SP210,rRNA,chr6,81622200,81622319,3,4,9,4,6,1,3,0,9,5,11,12,5,13,5,9,5,21,3,2,4,8,5,13,0,5,7,1,1,1,2,0,5,8,5,5,8,3,6,7,3,7,3,7,4,1,5,6,3,9,6,5,0,3,4,5,9,12,6
RNA5SP211,rRNA,chr6,106449381,106449497,5,3,8,5,4,1,0,4,4,3,12,23,5,11,4,7,17,11,2,5,4,5,6,6,1,8,5,6,4,4,1,0,4,8,6,9,9,5,7,6,3,3,5,6,7,3,3,2,4,7,7,8,5,3,6,3,6,15,4
RNA5SP212,rRNA,chr6,108252401,108252507,5,3,6,2,3,1,1,2,14,4,16,4,3,1,6,4,1,6,1,3,5,4,4,4,0,5,2,6,1,3,5,0,5,7,3,4,2,4,3,7,1,4,4,1,3,2,2,1,5,8,5,2,3,4,5,4,4,9,2
RNA5SP213,rRNA,chr6,114220681,114220786,6,5,7,9,2,2,0,5,3,5,6,4,2,4,2,8,2,4,0,2,5,6,3,3,0,12,4,4,1,2,9,0,3,1,6,3,3,5,7,9,2,5,9,5,3,4,3,4,1,7,1,3,2,8,2,2,7,10,2
RNA5SP214,rRNA,chr6,117060682,117060799,144,15,70,29,20,29,11,108,45,122,336,54,59,81,80,24,36,51,41,21,17,114,30,228,1,16,87,42,16,16,17,1,60,42,11,53,47,152,113,45,20,70,71,130,40,137,200,31,18,33,23,29,25,148,94,23,245,220,41
RNA5SP215,rRNA,chr6,120686621,120686742,7,3,10,3,5,1,1,4,11,7,11,4,6,21,7,5,4,2,4,6,6,5,13,12,0,3,0,15,2,2,1,0,4,3,6,5,1,10,0,3,3,4,3,12,2,3,2,1,0,13,3,4,2,2,5,4,6,40,1
RNA5SP216,rRNA,chr6,125979812,125979934,0,1,3,3,0,1,1,1,2,3,4,3,3,1,1,1,1,4,1,2,1,2,1,1,0,5,0,1,1,1,3,1,1,2,3,1,4,4,2,1,2,3,9,3,1,3,1,3,2,11,1,4,3,0,2,1,15,10,0
RNA5SP217,rRNA,chr6,127317883,127317973,8,4,8,2,5,1,1,3,4,3,13,1,13,7,5,7,4,10,9,5,1,3,13,5,0,3,4,7,0,4,0,0,6,15,1,4,5,4,2,9,5,6,4,10,5,3,4,3,10,8,6,3,1,2,7,4,18,14,0
RNA5SP218,rRNA,chr6,134257035,134257143,3,3,7,3,1,1,0,1,4,0,2,2,0,3,0,4,0,5,1,0,1,1,4,0,0,3,0,1,0,0,0,0,3,1,1,1,2,3,7,3,0,3,2,1,2,3,2,2,0,4,4,5,0,7,2,2,2,9,1
RNA5SP220,rRNA,chr6,140158591,140158694,7,3,7,6,5,2,2,2,3,4,11,1,2,2,6,2,1,10,1,5,0,2,2,3,0,5,4,0,1,1,2,0,18,1,3,2,3,5,2,0,1,2,0,2,3,1,1,1,3,7,1,2,0,1,4,0,7,14,3
RNA5SP222,rRNA,chr6,146340420,146340524,5,1,2,0,4,0,0,0,0,2,7,0,5,2,2,8,2,5,1,3,1,2,3,3,0,0,2,1,0,0,3,0,1,5,0,1,3,7,0,4,2,3,2,1,2,2,4,1,1,4,2,2,1,3,4,0,3,7,1
RNA5SP223,rRNA,chr6,152410275,152410394,54,110,304,50,39,4,12,6,159,72,319,56,75,107,125,190,76,115,9,14,84,8,13,70,1,161,53,20,4,6,7,0,64,147,141,109,216,52,97,45,13,55,79,48,15,37,42,33,11,504,29,104,109,99,101,3,57,133,47
RNA5SP224,rRNA,chr6,153159220,153159345,5,4,2,9,3,2,2,0,4,1,4,2,1,6,1,2,4,4,2,4,7,3,5,2,0,4,4,5,1,0,2,0,6,10,4,4,3,2,4,3,2,6,3,2,5,3,2,2,3,6,5,2,1,3,0,2,1,8,1
RNA5SP225,rRNA,chr6,153420438,153420572,13,4,9,3,3,1,2,0,12,3,9,8,8,7,4,3,5,5,4,10,4,8,4,6,0,8,4,2,1,1,1,0,2,19,7,4,10,3,9,7,2,3,3,5,2,2,5,2,7,18,2,5,4,4,2,2,11,6,2
RNA5SP226,rRNA,chr6,165409562,165409676,636,7,83,274,29,13,56,19,44,24,445,14,30,46,7,7,11,76,21,145,26,89,25,37,0,22,119,28,29,49,27,0,4,585,6,16,129,132,29,214,12,26,37,53,23,151,13,16,558,19,7,24,19,20,54,17,97,133,30
RNA5SP227,rRNA,chr7,22298594,22298706,9,4,7,4,2,1,2,1,7,5,18,4,8,3,5,2,3,5,1,3,7,2,1,5,0,4,3,2,0,1,4,0,8,16,2,3,5,1,5,4,3,5,3,5,0,3,6,1,1,7,4,2,8,6,9,4,6,15,5
RNA5SP228,rRNA,chr7,24132705,24132837,7,2,6,6,3,4,1,3,7,5,8,6,8,9,10,6,5,7,10,4,4,5,1,6,0,3,8,8,2,1,2,0,2,7,7,7,9,5,6,3,2,3,4,2,5,1,3,7,0,22,2,8,13,6,5,1,4,6,3
RNA5SP229,rRNA,chr7,33177740,33177838,5,1,7,5,2,3,0,0,4,6,8,1,0,10,4,1,2,6,5,4,3,4,4,5,0,3,3,4,0,0,2,0,1,3,3,3,3,9,4,1,2,2,5,3,3,3,4,0,2,6,3,3,4,4,3,1,5,15,2
RNA5SP230,rRNA,chr7,44125752,44125873,16,2,4,8,1,2,0,1,5,0,14,0,6,5,2,3,3,4,2,8,4,3,4,6,0,3,4,3,1,0,1,0,3,18,0,3,4,7,3,6,1,4,1,2,2,4,1,1,3,12,4,1,0,1,1,1,7,7,2
RNA5SP232,rRNA,chr7,71913738,71913856,13,6,14,6,4,6,6,9,21,8,27,6,6,22,8,5,7,23,6,9,24,10,6,18,0,5,14,14,2,1,8,0,17,9,5,9,6,23,18,10,12,9,34,22,6,13,14,4,5,16,5,15,9,60,24,4,14,27,12
RNA5SP233,rRNA,chr7,74487428,74487540,164,21,184,158,37,33,59,51,39,27,202,30,36,71,20,14,19,55,28,86,26,82,211,40,0,52,57,61,44,35,91,0,10,308,30,37,69,118,46,175,93,58,22,48,30,64,44,39,489,103,116,48,37,41,38,29,70,81,16
RNA5SP234,rRNA,chr7,79654109,79654227,1,1,7,3,6,0,0,0,6,1,1,3,11,9,3,4,1,2,4,7,8,6,4,3,0,4,3,2,2,0,1,0,1,2,1,4,2,3,5,3,3,3,3,0,3,0,5,1,2,4,1,0,5,2,4,0,3,11,3
RNA5SP235,rRNA,chr7,83017898,83018011,21,2,5,8,13,2,1,6,11,15,44,5,9,17,6,9,9,12,4,8,10,4,3,14,0,8,8,5,2,1,0,0,5,14,3,10,13,12,16,5,4,8,9,13,4,11,16,8,2,14,1,8,7,12,12,2,21,72,8
RNA5SP236,rRNA,chr7,106781600,106781715,2,0,3,4,1,2,1,1,1,3,1,1,6,0,0,4,5,4,3,1,5,3,2,1,0,1,1,3,0,1,1,0,2,5,3,6,6,2,4,0,1,1,1,4,2,0,2,2,3,6,1,2,3,1,0,0,4,9,1
RNA5SP237,rRNA,chr7,111953653,111953765,6,1,5,4,5,0,2,2,7,4,4,4,6,4,4,7,3,9,5,2,2,5,4,6,0,2,1,3,0,0,1,0,2,4,4,5,2,0,6,9,2,2,1,2,4,1,4,4,1,8,9,2,4,5,3,2,1,6,3
RNA5SP238,rRNA,chr7,114613787,114613906,1,5,5,2,1,1,2,2,5,4,18,6,2,12,2,6,3,13,6,3,0,4,9,5,0,4,0,1,0,3,0,0,7,7,2,2,2,5,7,5,4,3,2,4,3,6,2,3,0,6,2,3,3,5,6,1,8,21,5
RNA5SP239,rRNA,chr7,116944286,116944414,7,3,8,4,10,3,4,2,7,3,8,6,6,2,2,5,2,11,3,2,3,5,2,5,0,4,1,5,1,1,0,0,7,4,4,3,3,7,12,6,5,4,9,2,1,3,5,4,4,7,3,3,1,2,7,2,7,9,3
RNA5SP240,rRNA,chr7,120981426,120981553,34,5,20,26,5,3,3,3,11,7,43,4,9,14,4,10,1,25,3,17,9,9,4,13,0,7,4,6,4,1,7,0,12,57,9,6,16,11,14,25,9,7,4,9,4,4,6,4,13,30,7,10,6,11,9,3,23,37,4
RNA5SP241,rRNA,chr7,121083700,121083813,8,5,19,10,3,1,3,1,12,3,14,3,12,11,5,4,6,12,7,10,6,11,0,6,0,3,6,10,5,1,0,0,9,9,8,5,10,6,12,8,5,2,4,9,4,4,6,5,3,26,3,8,3,6,4,3,7,31,9
RNA5SP242,rRNA,chr7,128697439,128697556,506,49,94,57,82,86,53,373,103,252,758,138,121,237,171,62,85,164,175,74,120,187,138,570,5,66,248,87,50,40,80,0,170,131,36,144,148,252,193,72,79,162,233,211,79,327,438,81,71,72,90,53,90,454,282,73,484,534,76
RNA5SP243,rRNA,chr7,128697710,128697744,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
RNA5SP244,rRNA,chr7,129756266,129756377,5,3,13,8,6,1,2,3,11,3,10,3,10,6,5,5,2,11,0,11,10,4,2,9,0,8,3,8,1,0,2,0,9,6,6,8,14,9,11,6,4,5,4,9,7,5,6,2,1,19,3,6,3,5,4,4,4,13,6
RNA5SP245,rRNA,chr7,130027277,130027397,3,2,8,2,3,1,1,0,10,2,4,4,4,0,2,3,3,6,2,5,3,5,2,3,0,4,2,3,1,0,3,0,3,3,4,1,6,3,1,8,0,4,1,0,1,0,2,2,1,4,7,4,3,7,4,3,5,8,2
RNA5SP246,rRNA,chr7,130602795,130602913,195,44,83,67,105,74,32,249,104,312,798,82,137,166,147,46,69,142,85,65,55,179,73,610,0,46,144,95,44,34,57,1,169,90,21,142,124,212,194,87,48,84,131,224,75,201,180,48,75,88,65,61,57,293,112,65,592,892,78
RNA5SP248,rRNA,chr7,140386781,140386907,8,2,12,4,10,1,5,5,2,3,8,3,5,12,2,11,3,7,0,4,2,6,2,10,0,4,1,3,1,3,4,0,5,6,2,2,3,2,6,4,3,2,2,5,3,2,3,3,2,6,8,4,0,5,6,3,5,7,3
RNA5SP249,rRNA,chr7,147849884,147849982,6,7,13,8,13,2,5,1,12,6,17,5,5,5,4,2,4,20,4,9,5,12,7,21,0,5,2,5,2,0,4,0,2,4,6,12,8,8,15,12,1,6,7,13,4,0,5,5,0,12,6,3,2,5,2,4,14,17,2
RNA5SP250,rRNA,chr7,152592973,152593091,6,1,5,2,2,1,0,3,0,8,17,4,4,8,3,1,3,5,5,3,4,5,0,7,0,3,4,1,5,3,3,0,4,10,1,8,1,8,8,8,2,4,3,6,3,7,7,3,4,12,2,6,0,4,7,0,2,13,1
RNA5SP251,rRNA,chr8,3700492,3700628,7,5,10,9,12,1,2,11,9,8,19,6,4,5,6,13,7,14,5,5,9,9,5,6,1,2,5,3,3,3,4,1,5,13,8,7,9,10,14,9,7,18,9,5,7,3,10,5,9,15,5,3,4,4,6,5,14,33,5
RNA5SP252,rRNA,chr8,10686569,10686687,41,33,207,52,17,92,178,88,56,37,136,20,28,20,45,41,17,50,8,12,27,12,10,19,0,50,17,18,27,30,79,0,18,86,76,52,63,39,81,53,24,114,21,60,25,46,49,58,142,170,48,100,54,42,62,46,35,64,11
RNA5SP255,rRNA,chr8,13536029,13536135,1,1,7,3,6,1,0,2,5,4,10,1,7,3,1,3,1,6,2,3,3,7,1,7,0,1,2,4,1,0,1,0,1,1,4,3,9,3,7,2,3,6,2,2,3,2,4,2,0,14,1,1,6,2,5,2,2,7,1
RNA5SP256,rRNA,chr8,17748118,17748230,25,6,28,31,4,9,9,8,10,7,22,4,6,9,2,6,11,13,6,23,9,10,6,6,0,10,17,5,10,5,11,0,7,53,6,8,12,26,15,29,10,6,6,11,5,7,6,6,45,20,10,7,6,5,13,7,6,19,14
RNA5SP257,rRNA,chr8,20290174,20290289,11,0,9,11,6,0,2,1,6,3,6,5,5,5,3,1,0,9,4,5,3,9,0,3,0,3,4,4,0,0,2,0,1,11,2,2,4,11,12,11,1,4,3,11,3,3,1,4,6,5,5,7,2,8,5,2,5,12,2
RNA5SP258,rRNA,chr8,26136880,26136998,8,8,9,7,3,0,0,0,4,4,9,4,3,6,4,2,4,13,8,4,7,5,1,5,0,4,3,6,1,1,1,0,6,8,3,7,4,3,8,7,2,4,1,7,3,4,8,1,1,5,2,3,4,9,6,0,9,3,5
RNA5SP260,rRNA,chr8,29048494,29048604,9,0,3,8,1,1,0,0,3,1,6,3,2,3,1,3,1,6,1,4,3,4,0,0,0,2,3,5,1,0,0,0,1,14,3,1,5,2,1,5,1,2,0,5,2,3,0,2,4,8,0,3,1,1,4,0,6,5,1
RNA5SP261,rRNA,chr8,31598099,31598204,7,4,12,8,8,0,2,0,3,9,8,3,7,9,3,3,1,6,3,3,6,7,2,8,0,6,3,2,1,2,0,0,1,10,1,3,13,8,4,10,4,3,5,5,3,2,3,2,7,12,4,5,13,8,8,1,12,8,0
RNA5SP262,rRNA,chr8,32192028,32192153,7,9,21,9,15,0,3,0,22,6,18,4,12,11,6,6,4,31,8,4,4,9,3,12,1,8,6,5,1,0,3,0,8,7,9,8,6,12,15,18,7,11,4,10,8,4,7,4,1,12,5,5,4,8,8,1,15,17,9
RNA5SP264,rRNA,chr8,36764445,36764551,127,15,47,87,11,16,18,10,8,5,59,5,15,31,4,25,16,14,12,53,15,48,19,14,1,41,55,14,7,6,14,0,3,172,6,9,32,56,29,80,12,11,16,18,13,22,9,12,70,43,11,14,7,15,16,17,27,20,16
RNA5SP265,rRNA,chr8,55745232,55745342,34,13,28,13,15,4,3,6,19,6,16,19,22,14,16,34,12,42,38,9,47,11,8,11,0,15,15,12,5,0,4,0,18,19,13,13,25,17,19,14,2,10,18,9,11,2,9,7,6,35,16,20,11,31,27,2,29,23,9
RNA5SP266,rRNA,chr8,57126655,57126762,10,2,8,2,2,1,1,2,6,1,8,6,2,6,2,3,4,9,2,5,1,5,5,4,0,0,1,4,1,4,0,0,4,5,1,1,7,7,5,6,4,4,0,4,1,1,3,2,2,9,3,4,4,2,2,0,7,4,0
RNA5SP267,rRNA,chr8,59455885,59456010,29,5,8,17,6,0,1,5,6,4,38,3,3,23,5,7,4,11,8,14,4,10,12,2,0,4,11,11,4,1,10,0,4,32,6,5,18,17,15,18,4,5,5,28,5,13,2,2,11,15,2,6,3,5,5,2,11,58,3
RNA5SP268,rRNA,chr8,67099302,67099425,2,3,8,4,6,0,1,3,10,3,21,6,4,6,3,4,4,8,0,2,5,5,3,6,0,3,1,4,1,1,2,0,2,5,3,6,2,1,13,4,1,8,3,4,2,6,7,5,6,5,3,3,3,3,7,4,13,13,3
RNA5SP269,rRNA,chr8,68695643,68695779,3,3,6,2,1,1,0,1,6,3,10,2,5,4,1,4,1,6,0,6,10,2,2,3,1,1,2,2,0,0,1,0,1,5,5,1,7,3,3,4,2,4,3,8,2,4,5,2,1,4,4,3,0,3,3,2,4,8,0
RNA5SP270,rRNA,chr8,69929905,69930022,25,7,14,29,8,5,4,8,12,9,26,10,16,8,10,23,1,19,9,12,8,13,18,10,0,7,7,5,0,10,5,0,1,19,7,2,8,17,13,18,6,13,8,11,7,5,13,10,2,21,14,6,9,13,9,28,31,17,4
RNA5SP271,rRNA,chr8,72357728,72357815,2,3,2,1,1,1,1,0,0,0,0,2,3,2,2,1,1,3,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,1,2,0,0,2,1,0,0,0,1,0,2,0,0,0,1,1,2,0,2,0,1,0,0,6,2
RNA5SP272,rRNA,chr8,88396437,88396547,5,5,20,8,6,0,5,3,7,6,11,7,10,13,5,1,8,6,2,7,3,6,4,6,0,5,1,5,4,0,2,0,4,13,5,7,10,9,7,3,0,1,2,8,10,1,2,1,1,18,7,8,8,9,5,3,3,9,5
RNA5SP274,rRNA,chr8,93441277,93441384,41,4,29,33,10,9,14,6,11,11,29,4,15,18,6,11,6,14,10,29,13,22,22,6,0,17,11,11,5,4,15,0,5,61,7,8,24,15,13,29,9,7,5,7,6,12,9,5,53,28,22,13,6,10,10,9,16,20,9
RNA5SP275,rRNA,chr8,107884494,107884611,9,3,8,5,6,0,3,1,10,4,12,3,7,5,5,6,0,11,4,6,5,8,0,5,0,3,3,8,1,0,2,0,7,6,2,7,2,4,12,6,2,11,4,7,3,2,10,3,2,17,2,11,7,8,6,1,14,23,2
RNA5SP276,rRNA,chr8,116022686,116022779,4,3,3,2,3,0,0,0,2,3,11,2,4,3,2,2,3,4,1,4,5,4,6,1,0,2,3,5,1,0,0,0,3,3,4,4,3,6,2,3,1,1,0,2,2,1,4,2,2,3,4,1,0,5,3,1,4,5,1
RNA5SP277,rRNA,chr8,119891132,119891229,7,4,4,5,13,2,0,3,12,14,28,3,6,11,7,3,3,22,4,8,21,4,8,13,0,9,3,7,9,3,17,0,2,6,3,5,8,7,7,6,1,6,5,5,3,3,3,3,3,2,2,3,3,4,5,3,14,28,3
RNA5SP278,rRNA,chr8,140940562,140940663,4,1,10,3,1,0,1,1,2,3,7,2,6,8,4,8,3,6,2,2,1,7,3,7,0,2,6,6,2,1,3,0,4,4,1,8,4,10,5,2,1,8,2,4,2,0,0,2,4,11,1,2,3,1,2,2,4,5,2
RNA5SP279,rRNA,chr9,1333837,1333953,1,2,1,3,2,0,0,0,2,1,3,1,0,0,3,1,1,3,0,1,0,0,0,2,0,3,1,3,0,2,0,0,2,1,1,0,4,1,0,2,1,2,1,1,0,1,1,2,1,4,0,2,0,0,0,1,3,7,2
RNA5SP280,rRNA,chr9,27198287,27198401,8,2,10,10,10,3,1,2,12,3,15,1,6,9,4,4,4,9,4,2,3,4,8,10,0,6,3,5,4,0,6,0,4,20,2,5,3,10,9,12,4,1,1,6,4,4,2,3,15,9,4,4,0,5,3,2,7,8,3
RNA5SP281,rRNA,chr9,32293558,32293692,63,38,192,58,50,31,61,19,167,99,385,65,65,52,63,42,26,171,13,26,31,17,18,74,1,49,16,26,8,8,26,0,191,176,74,68,125,69,63,40,28,111,45,50,44,50,84,58,31,315,45,123,122,101,150,15,94,190,118
RNA5SP282,rRNA,chr9,34206134,34206241,26,4,18,14,15,4,4,2,9,7,21,6,9,12,3,7,3,38,7,6,3,15,3,9,0,7,7,12,2,2,5,0,6,17,2,4,7,11,17,15,5,2,8,9,6,6,5,1,10,12,7,6,2,6,8,1,14,15,6
RNA5SP284,rRNA,chr9,63813190,63813307,6,0,4,7,2,0,0,1,1,2,9,7,6,3,0,1,1,2,5,10,6,6,1,2,0,1,4,3,1,1,4,0,4,8,2,2,1,6,9,9,0,2,2,3,2,1,2,1,3,3,0,3,2,1,2,1,6,8,2
RNA5SP285,rRNA,chr9,72299720,72299838,6,1,4,11,4,1,2,2,4,2,18,5,0,12,4,6,2,6,2,4,4,2,1,1,0,1,4,2,1,0,0,0,6,8,2,5,5,9,4,5,3,2,3,2,1,1,3,4,1,8,2,3,3,3,4,2,10,9,1
RNA5SP286,rRNA,chr9,73750972,73751077,8,10,13,5,5,9,1,9,10,4,12,3,2,5,11,8,9,6,7,5,10,7,9,7,0,8,1,10,1,0,4,0,5,5,3,4,3,11,11,7,3,6,7,6,13,10,11,7,7,7,5,7,9,2,5,10,13,12,2
RNA5SP287,rRNA,chr9,81885496,81885598,6,3,10,16,1,3,1,3,6,2,5,0,0,8,2,5,3,9,1,3,2,10,3,3,0,1,3,9,0,0,0,0,10,19,2,4,3,10,9,21,3,0,3,5,3,3,0,1,2,6,2,1,1,2,0,0,3,7,3
RNA5SP288,rRNA,chr9,95142449,95142541,188,46,63,57,99,44,19,127,67,124,423,89,80,305,106,51,46,97,101,70,97,177,96,174,2,41,137,81,22,26,36,0,104,137,38,88,154,232,161,59,51,54,136,167,86,129,201,46,83,104,64,49,58,140,107,24,165,1112,33
RNA5SP289,rRNA,chr9,95905005,95905141,6,2,13,5,2,2,3,2,7,3,7,5,2,1,2,9,5,11,2,5,147,3,3,13,0,8,1,3,3,10,3,0,5,5,5,3,1,8,16,9,2,5,20,6,6,1,3,3,3,10,5,4,7,5,18,2,6,11,2
RNA5SP290,rRNA,chr9,99145840,99145966,13,2,4,12,4,2,9,1,4,2,20,3,3,1,0,6,4,9,0,7,6,2,4,2,0,0,1,1,6,3,6,0,4,21,1,0,7,6,4,14,2,1,0,4,4,3,5,2,10,3,1,4,3,1,2,6,10,18,3
RNA5SP291,rRNA,chr9,103689473,103689577,5,4,9,13,1,4,0,3,7,9,8,2,5,7,15,4,0,11,2,5,3,3,2,5,0,4,4,9,1,4,1,0,6,6,11,17,29,13,7,12,5,4,3,7,7,2,4,7,2,13,12,4,4,8,4,3,12,13,2
RNA5SP292,rRNA,chr9,106843749,106843866,2,2,17,5,2,0,0,2,11,5,14,7,4,3,4,6,1,8,1,3,4,1,6,7,0,2,1,3,0,0,2,0,11,3,2,7,4,15,9,4,6,10,1,6,5,3,4,2,2,13,0,3,7,6,7,5,6,10,6
